"TITEL";"DATIERUNG";"GATTUNG";"MATERIAL";"KUENSTLER";"STANDORT";"Easting";"Northing";"Easting_WGS";"Northing_WGS";"ID_IMAGES"
Raumwandler;1981-1984;Freiplastik;Metall;Florin Granwehr (*1942);Universität Irchel (bei Winterthurerstrasse 194);2683629.182;1250244.806;8.54644027916671;47.3977159269546;kir3922
"Schneider-Brunnen";1942 (platziert 1943);Brunnen;Bronze (Plastik), Stein (Trog);Heinrich Martens (1896-1986);Platzanlage Leonhardstrasse/Weinbergsteig (bei Leonhardstrasse 4);2683527.292;1248183.596;8.54470590728813;47.3791917285364;kir3608
[Schreitendes Mädchen];1922;Freiplastik;Bronze (Plastik), Stein (Sockel);Eduard Bick (1883-1947);Pädagogische Hochschule Zürich (bei Beckenhofstrasse 29);2683266.093;1248801.383;8.54136248254965;47.3847807624384;kir3893
"Seelöwenbrunnen";1938 (platziert 1940);Brunnen;Bronze (Plastik), Stein (Trog);Ernst Dallmann (1889-1947 ), Emil Schäfer (1878-1958);Stampfenbachplatz  (bei Walchestrasse 6);2683387.348;1248272.614;8.5428695796758;47.3800100248556;kir3658
[Vogel];nicht bekannt;Freiplastik;Bronze;Mathis Piotrowski (1920-1978);Friedhof Nordheim (bei Nordheimstrasse 24);2682506.963;1250945.576;8.53170575119061;47.4041597012337;kir4228
"Wasserköniginnen";1981-1983;Brunnen;Bronze;Elide Purtschert-Beccari, Franz Purtschert (1925-1981);Platzanlage Schaffhauserstrasse (bei Schaffhauserstrasse 21);2683070.412;1249315.749;8.53886681857274;47.3894313319561;kir3815
[Wasserspeiender Frauenkopf];1941;Brunnen;Stein;Emilio Stanzani (1906-1977);Friedhof Nordheim, Feld 14 (bei Nordheimstrasse 28);2682296.101;1251188.463;8.5289572453892;47.4063704405368;kir4359
[Weibliche Figur];1953;Freiplastik;Bronze (Plastik), Stein (Sockel);Heinrich Martens (1896-1986);Freibad Allenmoos (bei Ringstrasse 79);2683033.645;1251053.277;8.53870250850605;47.4050620934172;kir4180
Windharfe (Gemeinschaftsgrab für die ganz Kleinen);2003;Installation;Lerchenholz, Stahl, Marmor;Thomas Ehrler (*1948);Friedhof Nordheim (bei Nordheimstrasse 28);2682451.76;1251036.618;8.53099128624176;47.404985382866;kir4315
[Brunnen "Frau mit Zicklein"];1955-1956;;Granit, Bronze;Hans Jakob Meyer (1903-1981);Friedhof Fluntern, zw. Felder 1 und 2 (bei Zürichbergstrasse 189);2685539.639;1248578.807;8.5714255908345;47.3824877945596;kir3105
[Brunnen mit Relief "Wassertrinkender Corpsstudent"];1938;Brunnen;Granit;Paul Vogelsanger (1880-1967), Emil Schäfer (1878-1958);Gloriastrasse/Plattenstrasse (bei Plattenstrasse 10);2684082.518;1247690.188;8.55196461425865;47.3746837193333;kir4361
[Brunnen mit Steinrelief "Hund und Gans"];1934;Brunnen;Andeer-Granit;Hans Jakob Meyer (1903-1981);Spyriplatz (bei Gladbachstrasse 41);2684076.543;1248529.821;8.5520432458549;47.3822355862367;kir3221
[Brunnen mit Steinrelief "3 tanzende Knaben"];1929;Brunnen;Würenloser Kalkstein;Franz Fischer (1900-1980);Tramhaltestelle Zoo (bei Zürichbergstrasse 175);2685548.827;1248496.364;8.57153148889774;47.3817451671727;kir3075
"Fohlenbrunnen";1935;Brunnen;Bronze;Werner Friedrich Kunz (1896-1981), Emil Schäfer (1878-1958);Platzanlage Gladbachstrasse/Kraftstrasse (bei Kraftstrasse 15);2684653.119;1247963.933;8.55957071110973;47.3770725406469;kir3643
[Gemeindewappen];um 1956;Bauplastik;Sandstein;Hans Jakob Meyer (1903-1981);Friedhof Fluntern, Aussenmauer (bei Zürichbergstrasse 189);2685589.798;1248597.077;8.57209324816762;47.3826455876359;kir4337
"Grabdenkmal James Joyce";1965 (platziert 1966);Freiplastik;Bronze;Milton  Hebald (1917-2015);Friedhof Fluntern, Feld L (bei Zürichbergstrasse 189);2685477.793;1248689.603;8.57062784390427;47.3834922427982;kir3106
"Orellibrunnen";1949;Brunnen;Metall, Stein;Emil Schäfer (1878-1958);Orelliweg/Hanslinweg (bei Orelliweg/Hanslinweg);2684738.745;1249005.353;8.5609015957697;47.3864273529295;kir4414
"Toblerbrunnen";1914-1915;Brunnen;Stein, Bronze;Gustav Gull (1858-1942), Architekten Gull & Geiger;Toblerplatz (bei Toblerplatz 5);2684676.408;1248230.396;8.55992946920229;47.3794659369647;kir3103
[Wandbrunnen];1906;Brunnen;Bronze;Franz Wanger (1880-1945);Zürichbergstrasse/Plattenstrasse (bei Zürichbergstrasse 24);2684183.182;1247555.683;8.55327203398237;47.3734612159356;kir4363
[Brunnen mit Fischmotiv];nicht bekannt;Brunnen;Uznaberger Sandstein;KünstlerIn nicht bekannt, Johann Rigendinger (1893-1945);Witikonerstrasse/Kapfsteig (bei Witikonerstrasse 31/32);2685603.586;1246186.761;8.57181489264972;47.3609670425696;kir4343
[Brunnen mit Tänzerin];ca. 1928 (Brunnen), 1932 (Plastik);Brunnen;Bronze;Otto Münch (1885-1965), Emil Schäfer (1878-1958);Hegibachplatz (bei Forchstrasse 99);2684771.517;1246289.027;8.5608211307276;47.3619943042964;kir3841
Jakob-Bosshart-Gedenkstein;1950;Freiplastik;Findling;Alfred Huber (1908-1982 );Degenried (bei Dienerhölzliweg);2685848.914;1247084.89;8.57523420043625;47.3690123106469;kir4329
[Brunnen "Jüngling mit Flöte"];1934;Brunnen;Bronze;Ernst Dallmann (1889-1947 );Merkurplatz (bei Merkurstrasse 45);2684328.582;1246882.373;8.5550701452716;47.367387307586;kir3628
[Brunnen "Knabe mit Gans"];1932 (platziert 1933);Brunnen;Bronze (Plastik), Andeer-Granit (Brunnen);Franz Fischer (1900-1980);Kurve Bergstrasse (bei Bergstrasse/Waldbachtobelweg);2684961.1;1247470.175;8.56355460183879;47.3725923712004;kir3880
[Brunnen mit Wandplastik "Knabe mit Hund"];1947 (platziert 1948);Brunnen;Kalkstein;Alfred Huber (1908-1982 );Römerhofplatz (bei Ilgenstrasse 22);2684718.82;1247001.921;8.56025851199778;47.3684123940315;kir3684
[Brunnen mit Wassermuschel];1939;Brunnen;Bronze (Plastik), Granit (Brunnen);Otto Münch (1885-1965);Platzanlage Heuelsteig/Sonnenberg (bei Heuelstrasse 34);2685217.527;1247036.779;8.56686686136635;47.3686615829707;kir3301
[Brunnentrog mit Relief "Hottingerwappen, Kleeblatt"];1956;Brunnen;Castione-Granit;Hans Ehrler (1915-2002), Emil Schäfer (1878-1958);Hottingerplatz (bei Gemeindestrasse 36);2684274.958;1247090.968;8.55439956585567;47.3692701378068;kir4316
Die Frau im Magnolienbaum;1989 (versetzt 1992);Freiplastik;Stein;Josef Wyss (1922-2005);Kreuzung Hottingerstrasse/Freiestrasse (bei Freiestrasse 65);2684420.395;1247073.261;8.55632150738759;47.3690922771918;kir2992
"Jüngling";1929;Freiplastik;Bronze (Plastik), Stein (Sockel);Hermann Haller (1880-1950);Arteranlage (bei Zeltweg 81);2684278.303;1246780.479;8.55438540040658;47.3664773693231;kir2846
[Milan und Ratte];2000;Installation;Bronze (Plastiken), Stein (Sockel);Ulmann & Früh;ZKB Rastplatz "Milan" (bei Loorenkopfstrasse 100);2687647.056;1247169.829;8.59905414990633;47.3695394847285;kir3185
[Monumentalbrunnen "Loreley"];1910 (platziert 1911);Brunnen;Stein, Metall;Adolf Meyer (1867-1940);Steinwiesplatz (bei Hottingerstrasse 21);2684100.368;1247182.495;8.55210555286224;47.3701155776099;kir3574
"Piqueur aux écoutes";ca. 1895 (versetzt 1918);Freiplastik;Bronze (Plastik), Stein (Sockel);Alfred Marie Jacquemart (1824-1896);Doldertal (Wolfbachtobelweg, Nähe Dolderstrasse 59);2684806.976;1247353.262;8.56149204911191;47.3715607866068;kir2965
"Quelle";1917 (platziert 1918  erneuert 1977);Brunnen;Hartsandstein;Walter Valentin Mettler (1868-1942), Joseph von  Wyl;Kreuzplatz (bei Kreuzplatz 2);2684253.134;1246622.436;8.55402249436932;47.3650592482501;kir3604
"Römerhofskulptur";1980 (platziert 1982);Freiplastik;Granit;Josef Wyss (1922-2005);Römerhofplatz (bei Römerhofplatz 2);2684724.938;1246985.55;8.560336402042;47.3682643773054;kir3810
[Stehender Jüngling (Selbstporträt)];1910 (platziert 1933);Freiplastik;Bronze;Eduard Bick (1883-1947);Parkanlage Sonnenberg (bei Hitzigweg 11);2685344.946;1246802.394;8.5685089194489;47.366537189071;kir3074
[Trinkwasserbrunnen];1981;Brunnen;Stein;Wasserversorgung Zürich;Pumpwerk Sonnenberg (bei Oberer Heuelsteig 29);2685517.57;1247086.487;8.57084823969175;47.3690697553135;kir3470
[Wandbrunnen "Kauernde" und versch. Steinreliefs];1910;Brunnen;Bronze (Plastik), Stein (Wandbrunnen und Reliefs);August Bösch (1857-1911);Kurhausstrasse/Sonnenbergstrasse (bei Kurhausstrasse 28);2685434.171;1247495.549;8.56982228637153;47.3727594026524;kir3102
[Wandbrunnen mit Fischkopf];1910;Brunnen;Muschelkalk;Heinrich Emil Schneebeli;Titlisstrasse/Hauserstrasse (bei Titlisstrasse 17);2685059.941;1247292.869;8.56482943796627;47.3709850472292;kir4357
[Wandbrunnen mit wasserspeiendem Löwenkopf];ca. 1906/1907;Brunnen;Bronze, Muschelsandstein;Franz Wanger (1880-1945);Treppe zu Schulhaus Ilgen (bei Ilgenstrasse/Sophienstrasse);2684636.013;1247112.884;8.55918331658366;47.3694209637289;kir4364
Adam und Eva;1948 (platziert 1950);Brunnen;Cristallina-Marmor;Hildi Hess (1911-1998), Romano Fenaroli;ehem. Kehrschlaufe Witikonerstrasse/Berghaldenstrasse (gegenüber Witikonerstrasse 351);2687010.366;1245944.952;8.5903877055999;47.3586081569911;kir3065
Bestimmte Spur;1978 (platziert 1984);Installation;Granit;Roland Hotz (*1945);Friedhof Witikon, Gemeinschaftsgrab (bei Witikonerstrasse 525);2687884.108;1246431.467;8.60204727871872;47.3628676097552;kir4325
"Dschumbo";1898;Brunnen;Zement;W. Martin;Elefantenbach im Stöckentobel (bei Stöckentobelweg);2686128.214;1246460.352;8.57881137513365;47.3633591904227;kir3928
"Findlingsbrunnen";1987;Brunnen;Sernifit;Romano Fenaroli;Trichtenhauser Fussweg (bei Wiesliacher 10);2687687.076;1245461.519;8.59924941689059;47.3541708071134;kir3077
Le Silence;1969 (versetzt 1971 und 2013);Freiplastik;Jurakalk;Ödön Koch (1906-1977);Langmattwiese (an Nagelfluhweg);2686758.395;1245641.89;8.58699412028963;47.3559158329603;kir4305
Lichtblick;1986 (platziert 1987);Freiplastik;Peperino rosso;Roland Hotz (*1945);Friedhof Witikon (bei Im Hau 50);2687967.755;1246588.17;8.60318523161708;47.3642657263148;kir3170
[Ohne Titel];1957;Freiplastik;Bronze;Armin Wanger (1920-2010);Friedhof Witikon (bei Im Hau 50);2687974.11;1246567.875;8.60326536240624;47.3640823591441;kir3071
[Ohne Titel];nicht bekannt;Freiplastik;Stein;Franz Fischer (1900-1980);Friedhof Witikon (bei Witikonerstrasse 535);2688036.381;1246513.921;8.6040790041633;47.3635888195836;kir3162
Stationen;1980;Freiplastik;Cristallina-Marmor;Charlotte Germann-Jahn (1921-1988), Thomas Ehrler (*1948);Friedhof Witikon, Zugang Witikonerstrasse, Hauptweg (bei Witikonerstrasse 525);2687963.195;1246328.593;8.60307388143085;47.3619318822506;kir3067
[Brunnenfigur];1888;Brunnen;Bronze (Plastik), Stein (Brunnen);Paul Stotz (1850-1899);Parkanlage Villa Bleuler (bei Zollikerstrasse 32);2684350.781;1246296.341;8.55525360685455;47.3621140631766;kir3236
[Brunnentrog mit Wappen];1942;Brunnen;Collombey-Marmor;Emil Schäfer (1878-1958);Kreuzstrasse/Seefeldstrasse (bei Seefeldstrasse 29);2683937.378;1246423.151;8.54980551723621;47.3633072932108;kir4350
[Frühling, Sommer, Herbst, Winter];nicht bekannt;Freiplastik;Stein;Baptist Hoerbst (1850-1927);Villa Patumbah, Parkanlage (bei Zollikerstrasse 128);2684700.11;1245699.67;8.55976452161498;47.3567031742808;kir3052
Lichtquader;1971;Freiplastik;Stein (Skulptur), Beton (Sockel);Johannes Peter Staub (*1936);GZ Riesbach (bei Seefeldstrasse 93);2684209.609;1245990.104;8.55332745266865;47.3593780082771;kir3844
[Männliche Figur];1834;Freiplastik;Stein;Georg Hoerbst;Seeburgpark (bei Mühlebachstrasse 113);2684425.383;1246081.494;8.55620054501786;47.3601723105309;kir2966
Salvador Allende;1973;Freiplastik;Cristallina-Marmor;Paul Sieber (*1942);Freizeitanlage Riesbach (bei Riesbachstrasse 35);2684294.027;1246010.195;8.55444854403238;47.3595479035956;kir3846
Schwan;1974;Freiplastik;Cristallina-Marmor;Beat Kohlbrenner (*1948);GZ Riesbach (bei Seefeldstrasse 91);2684269.352;1246016.469;8.55412313884387;47.3596074833459;kir3848
[Zwei weibliche Figuren];nicht bekannt;Freiplastik;Stein;KünstlerIn nicht bekannt;Villa Patumbah, Vorgarten Nordostseite (bei Zollikerstrasse 128);2684706.136;1245726.912;8.55984942625905;47.3569473977138;kir3053
Aequatorial Sonnenuhr;1958;Freiplastik;Metall;Kurt Ingendahl  (1918-1982 );Seepromenade (bei Klausstrasse 2);2683810.445;1245886.426;8.54802493134688;47.3584964677111;kir4400
"Andacht";1931;Freiplastik;Bronze (Plastik, Sockel), Beton (Bodensockel);Albert Carl  Angst (1875-1965 );Zürichhorn, Uferweg Seepromenade/Blatterwiese (bei Bellerivestrasse 144);2684031.772;1245406.722;8.55086425084157;47.3541541173192;kir2853
"Bacchantenzug";1899-1900 (versetzt 1969);Bauplastik;Carrara-Marmor;Adolf Meyer (1867-1940);Seepromenade (bei Höschgasse 4);2683982.039;1245563.751;8.55023551701668;47.3555726810044;kir3554
[Brunnen mit Relief "Löwe mit Zürcher Wappen"];1928-1929;Brunnen;Stein;Luigi Zanini (1896-1968);Grünanlage Seefeldstrasse/Baurstrasse (bei Seefeldstrasse 152/162);2684374.866;1245678.053;8.55545591679308;47.356550477797;kir4367
[Brunnen mit Wassernymphe];1901/1940;Brunnen;Sandstein (Skulptur), Baveno-Granit (Trog);Paul Abry (1865-1936), Johann Rigendinger (1893-1945);Seepromenade (bei Utoquai 55);2683768.627;1246232.768;8.54753624142562;47.3616165747588;kir3556
[Brunnentrog mit Relief "Drei Enten"];1938;Brunnen;Stein (Brunnen), Collombey-Marmor (Bodenplatte);Alfred Huber (1908-1982 );Seepromenade (bei Seefeldquai/Klausstrasse);2683770.272;1245926.303;8.54750069042461;47.3588602044726;kir4327
"Feldmann-Brunnen";1980;Brunnen;Chromstahl (Plastik), Gneis (Platte);Markus Feldmann (*1926);Seepromenade (bei Höschgasse 4);2683924.548;1245603.866;8.54948216767756;47.355940773729;kir3805
Figur;1961;Freiplastik;Kalkstein (Skulptur), Beton (Sockel);Ödön Koch (1906-1977);Grünanlage Zürichhorn (bei Bellerivestrasse 146);2684142.143;1245444.894;8.55233208786646;47.3544833342579;kir3012
Figur I (Stehle);1955-1956 (versetzt 1964);Freiplastik;Granit;Hans Aeschbacher (1906-1980);Seepromenade (bei Höschgasse 3);2683918.449;1245655.01;8.54941103177088;47.3564015088989;kir3715
Heureka (Reguläre Betriebszeiten: 1. April bis 15. Oktober täglich 11 Uhr, 15 Uhr, 19 Uhr, jeweils 8 Minuten Laufzeit Betrieb zu Sonderzeiten auf Voranmeldung möglich. Kontakt: heureka@zuerich.ch);1963-1964 (platziert 1967);Installation;Eisenstangen, Stahlräder, Metallröhren, Holzräder, Metallpfanne, verschiedene Motoren, 220 V;Jean Tinguely (1925-1991);Anlage Zürichhorn, Schiffstation (bei Bellerivestrasse 168);2684142.283;1245283.538;8.5523036322874;47.3530321763708;kir3738
Klausstud;1812;Installation;Sandstein (Grenzstein, Sockel), Bronze (Tafel);KünstlerIn nicht bekannt;Hafen Riesbach (bei Seefeldquai 51);2683768.012;1245861.674;8.54745869080444;47.3582792571903;kir2802
Kugelbrunnen;1984;Brunnen;Stein;Christian  Mayer (*1956);Zürichhorn, Wegkreuzung (bei Bellerivestrasse 162);2684108.339;1245300.528;8.55185761153574;47.353189306279;kir3982
Metamorphose;1980;Freiplastik;Cristallina-Marmor;Paul Sieber (*1942);Wiese Nähe Seepolizei Zürich  (bei Bellerivestrasse 250);2684838.707;1244832.886;8.56143466493868;47.3488900203702;kir3022
Monovolume: Croix élevee;1958 (platziert 1959);Installation;Granit;Mary  Vieira (1927-2001);Blatterwiese (bei Bellerivestrasse 144);2684054.623;1245402.018;8.55116578189389;47.3541088989005;kir3721
[Ohne Titel];1996;Freiplastik;Holz, Beton, Eisen, Keramik;Ronroy (*1956);Atelier Hermann Haller (bei Höschgasse 8);2684072.009;1245622.675;8.55143728538969;47.3560911392239;kir3014
Kofferinstallation;2007;Installation;Eisen, Metallkoffer, Elektromotor, Wasser;Roman Signer (*1938);Sihlcity (bei Kalanderplatz 10);2681980.585;1245846.028;8.52379878960006;47.3583632828658;kir3430
[Brunnen mit "Känguru"];1930;Brunnen;Bronze (Plastik), Segheria-Granit (Trog, Postament);Hans Markwalder (1882-1951);Spielplatz Friesenberg (bei Döltschiweg 184);2680283.793;1246447.898;8.5014490994624;47.3639850341768;kir2852
[Castione-Granitbrunnen mit Relief];1936 (platziert 1937);Brunnen;Castione-Granit;Leo Berger (1885-1983 ), Emil Schäfer (1878-1958);Uetlibergstrasse/Hegianwandweg (bei Uetlibergstrasse 208 );2681272.194;1245773.93;8.51440994725319;47.3578025980056;kir4308
"Die fleissige Biene" (Gedenkbrunnen für Stadtpräsident Adolf Lüchinger);1954;Brunnen;Stein;Luigi Zanini (1896-1968);Adolf-Lüchinger-Strasse/Hegianwandweg (bei Hegianwandweg 77);2680841.067;1245537.81;8.50866129585409;47.3557320764598;kir4048
"Kapellenweg";1971;Gestaltung;Pflastersteine;Karl Schmid (1914-1998);Friedhof Uetliberg, Kapellenweg (bei Borrweg 247);2680286.21;1245693.163;8.50134579396337;47.3571970539271;kir4175
"Murmeltierbrunnen";1937;Brunnen;Stein;Alfred Schuhmacher (1883-1981);Platzanlage Schweighofstrasse/Bachtobelstrasse (bei Schweighofstrasse 127);2680858.129;1245751.533;8.50892568628171;47.3576520946906;kir4047
"Akrobat mit Hund";1955;Freiplastik;Bronze (Plastik), Beton (Sockel);Emilio Stanzani (1906-1977);Grünanlage Heiligfeld (bei Badenerstrasse 435);2680481.115;1248216.232;8.50437890223675;47.3798643632934;kir3714
"Amberger Engel";um 1904;Freiplastik;Stein;Louis Wethli (1842-1914);Friedhof Sihlfeld A, Feld B, Grab 81454 (bei Aemtlerstrasse 151);2680815.978;1247569.451;8.50869592108008;47.3740066069731;kir3551
[Bronzeplastik];1972;Freiplastik;Bronze (Plastik), Beton (Sockel);Peter  Storrer (*1928);Friedhof Sihlfeld D (bei Gutstrasse 206);2680244.149;1247866.121;8.50117854305235;47.376744569757;kir3136
[Brunnen "Engel auf Globus I"] (zweiteiliges Werk);1927;Brunnen;Bronze (Plastik), Stein (Brunnen);Otto Kappeler (1884-1949);Friedhof Sihlfeld A (bei Aemtlerstrasse 114);2681019.766;1247653.572;8.51140913373503;47.3747381175274;kir4331
[Brunnen "Kniendes Mädchen"];1945 (platziert 1946);Brunnen;Stein;Hedwig Braus (1900-1989);Platzanlage Werdstrasse (bei Werdstrasse 140);2681932.478;1247042.762;8.52338104355499;47.3691320030027;kir3676
[Brunnen mit "wasserspeiendem Schwan"] (fünfteiliges Werk);ca. 1930;Brunnen;Bronze (Wasserspeier), Stein (Brunnen);Emil Schäfer (1878-1958);Idaplatz (bei Idaplatz 4/Zurlindenstrasse 8);2681257.276;1247604.547;8.51454471414438;47.3742679700426;kir4346
[Brunnen Triemliplatz];1969 (platziert 1970);Brunnen;Beton;Franz Purtschert (1925-1981);Triemliplatz (bei Birmensdorferstrasse 507);2679844.313;1246886.986;8.49571011766752;47.3679873430154;kir3874
[Brunnentrog mit Relief "Fischfang"];1925 (platziert 1927);Brunnen;Segheria-Granit (Trog), Iragna-Granit (Sockel);Eduard Bick (1883-1947), Hermann Herter (1877-1945);Brupbacherplatz (bei Zentralstrasse 105);2681439.614;1247576.48;8.51695362350991;47.3739930421355;kir3620
"Der Erzähler";1931;Brunnen;Segheria-Granit;Otto Münch (1885-1965);Platzanlage Meinrad-Lienert-Strassse/Seebahnstrasse (bei Meinrad-Lienert-Strasse 10);2681569.208;1247638.897;8.51868071374698;47.3745383542537;kir2857
"Die Kniende";1916;Bauplastik;Stein;Otto Kappeler (1884-1949);Friedhof Sihlfeld D I (bei Albisriederstrasse 31);2680617.296;1247934.412;8.50613126372035;47.3773131915966;kir2889
"Engel mit Urne";1950;Bauplastik;Stein;Franz Fischer (1900-1980);Friedhof Sihlfeld D (bei Albisriederstrasse 31);2680450.083;1247843.674;8.50390105021215;47.3765175835699;kir3688
Erwachende;1945 (platziert 1946);Freiplastik;Sandstein;Louis Conne (1905-2004);Friedhof Sihlfeld C (bei Aemtlerstrasse 176);2680717.299;1247805.22;8.50743200653502;47.376139071478;kir2898
Figur I (Sonnenstein);1959 (platziert 1965);Freiplastik;Granit;Hans Aeschbacher (1906-1980);Friedhof Sihlfeld E (bei Goldbrunnenstrasse 175);2680617.873;1247658.584;8.50608922311808;47.3748324841045;kir3722
"Grabdenkmal Henri Dunant";1930 (platziert 1931);Freiplastik;Stein;Hans Gisler (1889-1969);Friedhof Sihlfeld D I, Grab Nr. 81268 (bei Albisriederstrasse 31);2680633.376;1247953.114;8.50634753248258;47.3774794188979;kir2855
Ikarus;1960-1961 (platziert 1964);Bauplastik;Eisen;Silvio Mattioli (1929-2011);Friedhof Sihlfeld E (bei Goldbrunnenstrasse 175);2680735.28;1247543.655;8.50762289214663;47.373784504683;kir4118
[Kauernder Mann, kauernde Frau];ca. 1916;Bauplastik;Stein;Hans Markwalder (1882-1951);Friedhof Sihlfeld D (bei Albisriederstrasse 31);2680693.902;1247954.896;8.50714922144834;47.3774880356355;kir2976
"Kratzbrunnen";1632 (versetzt 1919);Brunnen;Stein;Hans Peter Albrecht, Hans Gisler (1889-1969);Fritschiwiese (bei Fritschistrasse 8 / Zypressenstrasse 36);2681130.084;1247875.597;8.512909916952;47.3767213060898;kir4319
"Liegender" (zweiteiliges Werk);1927/1986;Brunnen;Stein;Julius Schwyzer (1876-1929), Hermann Herter (1877-1945), Joseph von  Wyl;Bahnhof Wiedikon (bei Birmensdorferstrasse 80);2681920.077;1247292.793;8.52326263154936;47.371382175527;kir2836
[Ohne Titel];ca. 1980;Freiplastik;Bronze;KünstlerIn nicht bekannt;Grünanlage Aemtlerschulhaus B (bei Bertastrasse 50);2681003.218;1247604.667;8.51118119867762;47.3743003289594;kir3142
[Pergola mit Windspiel];ca. 1955;Installation;Kupfer (Windspiel)  Eisen, Holz (Pergola);Eugen Häfelfinger (1898-1979 ), Alfred Trachsel (1920-1995);Grünanlage Heiligfeld (bei Badenerstrasse 435);2680504.927;1248213.256;8.50469365338627;47.3798346899047;kir2972
"Pilgerbrunnen";1991;Brunnen;Bolinger Sandstein;Afra Fehr;Wohnsiedlungen Heiligfeld/Brahmshof (bei Brahmsstrasse 42);2680623.41;1248084.849;8.50623931260337;47.3786653857529;kir3825
[Relief];1952 (platziert 1965);Bauplastik;Bronze;Hans Josephson (1920-2012);Friedhof Sihlfeld E (bei Aemtlerstrasse 151);2680710.971;1247497.022;8.5072926538318;47.3733680921948;kir3698
[Relief];1957-1965;Freiplastik;Bronze (Relief), Beton (Stele);Otto Müller (1905-1993);Friedhof Sihlfeld E (bei Goldbrunnenstrasse 175);2680828.93;1247467.466;8.50884897990519;47.373087824233;kir3708
"Springer";1954 (platziert 1955);Freiplastik;Bronze (Plastik), Metall (Stele), Stein (Sockel);Emilio Stanzani (1906-1977);Sportanlage Sihlhölzli (bei Manessestrasse 1);2682246.924;1247023.883;8.52754019091459;47.36892304735;kir4421
[Stehendes Mädchen];1929-1939 (ersetzt 1953);Freiplastik;Bronze (Plastik), Beton (Sockel);Otto Müller (1905-1993);Sportanlage Sihlhölzli (bei Manessestrasse 46);2682014.046;1246802.581;8.5244168398514;47.3669618100704;kir3621
[Stele Sonnenstern];nicht bekannt;Freiplastik;Stein (Stele), Metall (Sonne/Stern);Emil Schäfer (1878-1958);Friedhof Sihlfeld D (bei Gutstrasse 206);2680252.969;1247795.299;8.50128262054749;47.3761065631795;kir4351
[Zwei Brunnen mit Sitzbänken und je einer Figur "Mädchen" und "Jüngling"];1912 (platziert 1913);Brunnen;St. Tryphon Marmor, Hartsandstein;Arnold Hünerwadel (1877-1945);Friedhof Sihlfeld, Haupteingang (bei Aemtlerstrasse 151);2680949.374;1247745.536;8.51049381963086;47.3755738391364;kir3885
Bänkelsängerbrunnen;1967;Brunnen;Bronze (Plastik), Stein (Stele, Brunnentrog);Ernst  Hebeisen (1919-2007);Wohnkolonie Hardau (bei Hardstrasse 35);2681002.324;1248176.996;8.51127294156415;47.3794476277487;kir3746
[Brunnen mit wasserspeiender Dogge];1929;Brunnen;Bronze (Plastik), Segheria-Granit (Brunnentrog);Hans Markwalder (1882-1951), Luigi Zanini (1896-1968);Albisriederplatz (bei Badenerstrasse 355);2680887.523;1248050.036;8.5097299682309;47.3783199283044;kir3576
Y;2009-2011;Freiplastik;Polymethylmethacrylate PMMA, LED-Leuchtmittel, Stahl, Kunststoff;Sislej Xhafa (*1970), Iso Asani, Frederic Levrat;Hardaupark (bei Badenerstrasse 378a);2680864.682;1248194.978;8.50945373616878;47.3796262541748;kir4366
[Brunnen];1916;Brunnen;Stein;Hans Markwalder (1882-1951);Vorplatz Bezirksgebäude (bei Badenerstrasse 90);2682077.053;1247625.283;8.52540172124968;47.374352857439;kir3597
[Brunnen "Mädchen mit Vogel"];1933 (platziert 1934);Brunnen;Bronze (Plastik), Castione-Granit (Brunnentrog);Luigi Zanini (1896-1968);gegenüber Sihlpost (bei Kasernenstrasse 95);2682840.046;1247926.036;8.53555881119514;47.3769621622983;kir3636
[Brunnen mit Stele und Relief "Mädchen mit Garbe"];1952;Brunnen;Stein;Idy Latscha (1897-1979 );Sportplatz (bei Feldstrasse 39);2681746.091;1247812.897;8.5210542973251;47.3760812858161;kir3674
Denkmal der Arbeit;1952-1957 (platziert 1964);Freiplastik;Bronze (Figurengruppe), Stein (Sockel);Karl Geiser (1898-1957);Helvetiaplatz (bei Ankerstrasse/Bäckerstrasse);2682197.419;1247796.194;8.52702666054073;47.3758749229261;kir3696
[Fuchs];ca. 1975;Freiplastik;Bronze (Plastik), Beton (Sockel);Uli Schoop (1903-1990);vor Kollerhof, Kreisgebäude 4 (bei Hohlstrasse 35);2682159.348;1247943.442;8.52654964447194;47.3772039290584;kir2967
[Kandelaber];ca. 1916;Bauplastik;Bronze, Eisen;KünstlerIn nicht bekannt;Vorplatz Bezirksgebäude (bei Badenerstrasse 90);2682110.035;1247601.788;8.52583406789429;47.3741374486494;kir3600
Kosmische-Granit-Pyramide;1984 (platziert 1990);Installation;Stein;Paul Sieber (*1942);Grünanlage Schulhaus Kanzlei (bei Kanzleistrasse 56);2682141.216;1247775.765;8.5262788054829;47.3756982056362;kir2905
Kugellager oder runde Steine (II) (dreiteiliges Werk);2007;Installation;Metallplatten;Lawrence Weiner (*1942);Helvetiaplatz (bei Stauffacherstrasse 94);2682153.453;1247826.945;8.52645021193337;47.3761569616473;kir3832
Olivia-Brunnen;1992;Brunnen;Stein;Paul Sieber (*1942);Grünanlage Schulhaus Kanzlei (bei Kanzleistrasse 56);2682124.265;1247775.614;8.52605435382664;47.375698960513;kir2959
Zahlenzug;2003;Installation;Stein;Paul Sieber (*1942);Seebahnstrasse/Badenerstrasse (bei Seebahnstrasse 185);2681571.073;1247731.034;8.51872219574473;47.3753667485243;kir3181
